task,sample_id,model_a,model_b,pairwise_cosine_similarity
planner_chatbot,PLAN-SAMPLE-016,llama-8b,midm-mini,0.8685252666473389
planner_chatbot,PLAN-SAMPLE-016,llama-8b,qwen-7b,0.4317317605018616
planner_chatbot,PLAN-SAMPLE-016,midm-base,midm-mini,0.7670367956161499
planner_chatbot,PLAN-SAMPLE-016,midm-base,qwen-7b,0.6146365404129028
planner_chatbot,PLAN-SAMPLE-016,midm-mini,qwen-7b,0.5139236450195312
planner_chatbot,PLAN-SAMPLE-017,exaone,kanana,0.5466611981391907
planner_chatbot,PLAN-SAMPLE-017,exaone,llama-8b,0.7334635257720947
planner_chatbot,PLAN-SAMPLE-017,exaone,midm-base,0.528115451335907
planner_chatbot,PLAN-SAMPLE-017,exaone,midm-mini,0.539507269859314
planner_chatbot,PLAN-SAMPLE-017,exaone,qwen-7b,0.4877386689186096
planner_chatbot,PLAN-SAMPLE-017,kanana,llama-8b,0.6122255325317383
planner_chatbot,PLAN-SAMPLE-017,kanana,midm-base,0.8961524963378906
planner_chatbot,PLAN-SAMPLE-017,kanana,midm-mini,0.921183168888092
planner_chatbot,PLAN-SAMPLE-017,kanana,qwen-7b,0.8896974325180054
planner_chatbot,PLAN-SAMPLE-017,llama-8b,midm-base,0.5632790327072144
planner_chatbot,PLAN-SAMPLE-017,llama-8b,midm-mini,0.5942251682281494
planner_chatbot,PLAN-SAMPLE-017,llama-8b,qwen-7b,0.5124847888946533
planner_chatbot,PLAN-SAMPLE-017,midm-base,midm-mini,0.9541774392127991
planner_chatbot,PLAN-SAMPLE-017,midm-base,qwen-7b,0.921686053276062
planner_chatbot,PLAN-SAMPLE-017,midm-mini,qwen-7b,0.9474486708641052
planner_chatbot,PLAN-SAMPLE-018,exaone,kanana,0.9620293974876404
planner_chatbot,PLAN-SAMPLE-018,exaone,llama-8b,0.534498393535614
planner_chatbot,PLAN-SAMPLE-018,exaone,midm-base,0.8915867805480957
planner_chatbot,PLAN-SAMPLE-018,exaone,midm-mini,0.5436768531799316
planner_chatbot,PLAN-SAMPLE-018,exaone,qwen-7b,0.8766283392906189
planner_chatbot,PLAN-SAMPLE-018,kanana,llama-8b,0.46447625756263733
planner_chatbot,PLAN-SAMPLE-018,kanana,midm-base,0.9196057319641113
planner_chatbot,PLAN-SAMPLE-018,kanana,midm-mini,0.4536591172218323
planner_chatbot,PLAN-SAMPLE-018,kanana,qwen-7b,0.8776041269302368
planner_chatbot,PLAN-SAMPLE-018,llama-8b,midm-base,0.3938041925430298
planner_chatbot,PLAN-SAMPLE-018,llama-8b,midm-mini,0.8771946430206299
planner_chatbot,PLAN-SAMPLE-018,llama-8b,qwen-7b,0.4154588580131531
planner_chatbot,PLAN-SAMPLE-018,midm-base,midm-mini,0.4153658449649811
planner_chatbot,PLAN-SAMPLE-018,midm-base,qwen-7b,0.887898325920105
planner_chatbot,PLAN-SAMPLE-018,midm-mini,qwen-7b,0.5001459121704102
planner_chatbot,PLAN-SAMPLE-019,exaone,kanana,0.9482778310775757
planner_chatbot,PLAN-SAMPLE-019,exaone,llama-8b,0.602179765701294
planner_chatbot,PLAN-SAMPLE-019,exaone,midm-base,0.6515979766845703
planner_chatbot,PLAN-SAMPLE-019,exaone,midm-mini,0.4309487044811249
planner_chatbot,PLAN-SAMPLE-019,exaone,qwen-7b,0.9101079106330872
planner_chatbot,PLAN-SAMPLE-019,kanana,llama-8b,0.5902097225189209
planner_chatbot,PLAN-SAMPLE-019,kanana,midm-base,0.5968979597091675
planner_chatbot,PLAN-SAMPLE-019,kanana,midm-mini,0.46344155073165894
planner_chatbot,PLAN-SAMPLE-019,kanana,qwen-7b,0.8812723159790039
planner_chatbot,PLAN-SAMPLE-019,llama-8b,midm-base,0.8648370504379272
planner_chatbot,PLAN-SAMPLE-019,llama-8b,midm-mini,0.8873605132102966
planner_chatbot,PLAN-SAMPLE-019,llama-8b,qwen-7b,0.6220192909240723
planner_chatbot,PLAN-SAMPLE-019,midm-base,midm-mini,0.7189614772796631
planner_chatbot,PLAN-SAMPLE-019,midm-base,qwen-7b,0.6634355783462524
planner_chatbot,PLAN-SAMPLE-019,midm-mini,qwen-7b,0.41559553146362305
planner_chatbot,PLAN-SAMPLE-020,exaone,kanana,0.8607853055000305
planner_chatbot,PLAN-SAMPLE-020,exaone,llama-8b,0.4734594523906708
planner_chatbot,PLAN-SAMPLE-020,exaone,midm-base,0.8661342859268188
planner_chatbot,PLAN-SAMPLE-020,exaone,midm-mini,0.5519130825996399
planner_chatbot,PLAN-SAMPLE-020,exaone,qwen-7b,0.8657764196395874
planner_chatbot,PLAN-SAMPLE-020,kanana,llama-8b,0.4814381003379822
planner_chatbot,PLAN-SAMPLE-020,kanana,midm-base,0.9665148854255676
planner_chatbot,PLAN-SAMPLE-020,kanana,midm-mini,0.5511707067489624
planner_chatbot,PLAN-SAMPLE-020,kanana,qwen-7b,0.9573155641555786
planner_chatbot,PLAN-SAMPLE-020,llama-8b,midm-base,0.44743889570236206
planner_chatbot,PLAN-SAMPLE-020,llama-8b,midm-mini,0.9495946168899536
planner_chatbot,PLAN-SAMPLE-020,llama-8b,qwen-7b,0.40781116485595703
planner_chatbot,PLAN-SAMPLE-020,midm-base,midm-mini,0.5126648545265198
planner_chatbot,PLAN-SAMPLE-020,midm-base,qwen-7b,0.9524108171463013
planner_chatbot,PLAN-SAMPLE-020,midm-mini,qwen-7b,0.48977696895599365
quest_generation,QUEST-SAMPLE-001,exaone,kanana,0.6607574820518494
quest_generation,QUEST-SAMPLE-001,exaone,llama-8b,0.6544697880744934
quest_generation,QUEST-SAMPLE-001,exaone,midm-base,0.5091582536697388
quest_generation,QUEST-SAMPLE-001,exaone,midm-mini,0.6381916999816895
quest_generation,QUEST-SAMPLE-001,exaone,qwen-7b,0.47158193588256836
quest_generation,QUEST-SAMPLE-001,kanana,llama-8b,0.6553260684013367
quest_generation,QUEST-SAMPLE-001,kanana,midm-base,0.47723573446273804
quest_generation,QUEST-SAMPLE-001,kanana,midm-mini,0.5819664597511292
quest_generation,QUEST-SAMPLE-001,kanana,qwen-7b,0.4782259464263916
quest_generation,QUEST-SAMPLE-001,llama-8b,midm-base,0.45369961857795715
quest_generation,QUEST-SAMPLE-001,llama-8b,midm-mini,0.6075457334518433
quest_generation,QUEST-SAMPLE-001,llama-8b,qwen-7b,0.38838309049606323
quest_generation,QUEST-SAMPLE-001,midm-base,midm-mini,0.4803522527217865
quest_generation,QUEST-SAMPLE-001,midm-base,qwen-7b,0.5121392011642456
quest_generation,QUEST-SAMPLE-001,midm-mini,qwen-7b,0.5116653442382812
quest_generation,QUEST-SAMPLE-002,exaone,kanana,0.5757025480270386
quest_generation,QUEST-SAMPLE-002,exaone,llama-8b,0.37066546082496643
quest_generation,QUEST-SAMPLE-002,exaone,midm-base,0.5156558752059937
quest_generation,QUEST-SAMPLE-002,exaone,midm-mini,0.6333679556846619
quest_generation,QUEST-SAMPLE-002,exaone,qwen-7b,0.490795373916626
quest_generation,QUEST-SAMPLE-002,kanana,llama-8b,0.5060266852378845
quest_generation,QUEST-SAMPLE-002,kanana,midm-base,0.8419381380081177
quest_generation,QUEST-SAMPLE-002,kanana,midm-mini,0.6561593413352966
quest_generation,QUEST-SAMPLE-002,kanana,qwen-7b,0.7513700723648071
quest_generation,QUEST-SAMPLE-002,llama-8b,midm-base,0.5132583379745483
quest_generation,QUEST-SAMPLE-002,llama-8b,midm-mini,0.4602277874946594
quest_generation,QUEST-SAMPLE-002,llama-8b,qwen-7b,0.4183247685432434
quest_generation,QUEST-SAMPLE-002,midm-base,midm-mini,0.6219713687896729
quest_generation,QUEST-SAMPLE-002,midm-base,qwen-7b,0.7127341628074646
quest_generation,QUEST-SAMPLE-002,midm-mini,qwen-7b,0.5687119960784912
quest_generation,QUEST-SAMPLE-003,exaone,kanana,0.687997579574585
quest_generation,QUEST-SAMPLE-003,exaone,llama-8b,0.5310894250869751
quest_generation,QUEST-SAMPLE-003,exaone,midm-base,0.5425456762313843
quest_generation,QUEST-SAMPLE-003,exaone,midm-mini,0.7095032930374146
quest_generation,QUEST-SAMPLE-003,exaone,qwen-7b,0.6792891025543213
quest_generation,QUEST-SAMPLE-003,kanana,llama-8b,0.6966723203659058
quest_generation,QUEST-SAMPLE-003,kanana,midm-base,0.6747404336929321
quest_generation,QUEST-SAMPLE-003,kanana,midm-mini,0.7434307336807251
quest_generation,QUEST-SAMPLE-003,kanana,qwen-7b,0.730362057685852
quest_generation,QUEST-SAMPLE-003,llama-8b,midm-base,0.5974303483963013
quest_generation,QUEST-SAMPLE-003,llama-8b,midm-mini,0.5933756828308105
quest_generation,QUEST-SAMPLE-003,llama-8b,qwen-7b,0.5564045310020447
quest_generation,QUEST-SAMPLE-003,midm-base,midm-mini,0.7068309783935547
quest_generation,QUEST-SAMPLE-003,midm-base,qwen-7b,0.599179208278656
quest_generation,QUEST-SAMPLE-003,midm-mini,qwen-7b,0.6834689974784851
quest_generation,QUEST-SAMPLE-004,exaone,kanana,0.7539872527122498
quest_generation,QUEST-SAMPLE-004,exaone,llama-8b,0.686913013458252
quest_generation,QUEST-SAMPLE-004,exaone,midm-base,0.5296796560287476
quest_generation,QUEST-SAMPLE-004,exaone,midm-mini,0.5637034177780151
quest_generation,QUEST-SAMPLE-004,exaone,qwen-7b,0.7325257062911987
quest_generation,QUEST-SAMPLE-004,kanana,llama-8b,0.6777695417404175
quest_generation,QUEST-SAMPLE-004,kanana,midm-base,0.6141595244407654
quest_generation,QUEST-SAMPLE-004,kanana,midm-mini,0.46816200017929077
quest_generation,QUEST-SAMPLE-004,kanana,qwen-7b,0.7388551235198975
quest_generation,QUEST-SAMPLE-004,llama-8b,midm-base,0.5757133364677429
quest_generation,QUEST-SAMPLE-004,llama-8b,midm-mini,0.6016414165496826
quest_generation,QUEST-SAMPLE-004,llama-8b,qwen-7b,0.7512773275375366
quest_generation,QUEST-SAMPLE-004,midm-base,midm-mini,0.3912402391433716
quest_generation,QUEST-SAMPLE-004,midm-base,qwen-7b,0.5971518754959106
quest_generation,QUEST-SAMPLE-004,midm-mini,qwen-7b,0.5592931509017944
quest_generation,QUEST-SAMPLE-005,exaone,kanana,0.6620835661888123
quest_generation,QUEST-SAMPLE-005,exaone,llama-8b,0.5975297689437866
quest_generation,QUEST-SAMPLE-005,exaone,midm-base,0.7611427903175354
quest_generation,QUEST-SAMPLE-005,exaone,midm-mini,0.6577638387680054
quest_generation,QUEST-SAMPLE-005,exaone,qwen-7b,0.7233861088752747
quest_generation,QUEST-SAMPLE-005,kanana,llama-8b,0.5767530202865601
quest_generation,QUEST-SAMPLE-005,kanana,midm-base,0.6625487804412842
quest_generation,QUEST-SAMPLE-005,kanana,midm-mini,0.5975608825683594
quest_generation,QUEST-SAMPLE-005,kanana,qwen-7b,0.6846307516098022
quest_generation,QUEST-SAMPLE-005,llama-8b,midm-base,0.7536547183990479
quest_generation,QUEST-SAMPLE-005,llama-8b,midm-mini,0.7222913503646851
quest_generation,QUEST-SAMPLE-005,llama-8b,qwen-7b,0.5662437677383423
quest_generation,QUEST-SAMPLE-005,midm-base,midm-mini,0.8553193807601929
quest_generation,QUEST-SAMPLE-005,midm-base,qwen-7b,0.6852644085884094
quest_generation,QUEST-SAMPLE-005,midm-mini,qwen-7b,0.5914151072502136
quest_generation,QUEST-SAMPLE-006,exaone,kanana,0.5157470703125
quest_generation,QUEST-SAMPLE-006,exaone,llama-8b,0.39790165424346924
quest_generation,QUEST-SAMPLE-006,exaone,midm-base,0.62255859375
quest_generation,QUEST-SAMPLE-006,exaone,midm-mini,0.47518420219421387
quest_generation,QUEST-SAMPLE-006,exaone,qwen-7b,0.489888459444046
quest_generation,QUEST-SAMPLE-006,kanana,llama-8b,0.5450249910354614
quest_generation,QUEST-SAMPLE-006,kanana,midm-base,0.6997693777084351
quest_generation,QUEST-SAMPLE-006,kanana,midm-mini,0.7137640714645386
quest_generation,QUEST-SAMPLE-006,kanana,qwen-7b,0.7409704327583313
quest_generation,QUEST-SAMPLE-006,llama-8b,midm-base,0.49698519706726074
quest_generation,QUEST-SAMPLE-006,llama-8b,midm-mini,0.5363398790359497
quest_generation,QUEST-SAMPLE-006,llama-8b,qwen-7b,0.7213343977928162
quest_generation,QUEST-SAMPLE-006,midm-base,midm-mini,0.5411467552185059
quest_generation,QUEST-SAMPLE-006,midm-base,qwen-7b,0.6985366344451904
quest_generation,QUEST-SAMPLE-006,midm-mini,qwen-7b,0.6710888147354126
quest_generation,QUEST-SAMPLE-007,exaone,kanana,0.7252074480056763
quest_generation,QUEST-SAMPLE-007,exaone,llama-8b,0.8059707283973694
quest_generation,QUEST-SAMPLE-007,exaone,midm-base,0.8136568069458008
quest_generation,QUEST-SAMPLE-007,exaone,midm-mini,0.8663370013237
quest_generation,QUEST-SAMPLE-007,exaone,qwen-7b,0.372391939163208
quest_generation,QUEST-SAMPLE-007,kanana,llama-8b,0.6712687015533447
quest_generation,QUEST-SAMPLE-007,kanana,midm-base,0.692306399345398
quest_generation,QUEST-SAMPLE-007,kanana,midm-mini,0.6062031984329224
quest_generation,QUEST-SAMPLE-007,kanana,qwen-7b,0.31923702359199524
quest_generation,QUEST-SAMPLE-007,llama-8b,midm-base,0.7194564342498779
quest_generation,QUEST-SAMPLE-007,llama-8b,midm-mini,0.8093492984771729
quest_generation,QUEST-SAMPLE-007,llama-8b,qwen-7b,0.39485931396484375
quest_generation,QUEST-SAMPLE-007,midm-base,midm-mini,0.7782120704650879
quest_generation,QUEST-SAMPLE-007,midm-base,qwen-7b,0.34396207332611084
quest_generation,QUEST-SAMPLE-007,midm-mini,qwen-7b,0.35649266839027405
quest_generation,QUEST-SAMPLE-008,exaone,kanana,0.6717264652252197
quest_generation,QUEST-SAMPLE-008,exaone,llama-8b,0.6620499491691589
quest_generation,QUEST-SAMPLE-008,exaone,midm-base,0.5485144853591919
quest_generation,QUEST-SAMPLE-008,exaone,midm-mini,0.5382376909255981
quest_generation,QUEST-SAMPLE-008,exaone,qwen-7b,0.5551368594169617
quest_generation,QUEST-SAMPLE-008,kanana,llama-8b,0.7691720724105835
quest_generation,QUEST-SAMPLE-008,kanana,midm-base,0.83350670337677
quest_generation,QUEST-SAMPLE-008,kanana,midm-mini,0.7404013276100159
quest_generation,QUEST-SAMPLE-008,kanana,qwen-7b,0.6603050231933594
quest_generation,QUEST-SAMPLE-008,llama-8b,midm-base,0.703600287437439
quest_generation,QUEST-SAMPLE-008,llama-8b,midm-mini,0.44404563307762146
quest_generation,QUEST-SAMPLE-008,llama-8b,qwen-7b,0.6562544703483582
quest_generation,QUEST-SAMPLE-008,midm-base,midm-mini,0.6758942604064941
quest_generation,QUEST-SAMPLE-008,midm-base,qwen-7b,0.6558979749679565
quest_generation,QUEST-SAMPLE-008,midm-mini,qwen-7b,0.5021696090698242
quest_generation,QUEST-SAMPLE-009,exaone,kanana,0.5969862937927246
quest_generation,QUEST-SAMPLE-009,exaone,llama-8b,0.636404275894165
quest_generation,QUEST-SAMPLE-009,exaone,midm-base,0.7761898040771484
quest_generation,QUEST-SAMPLE-009,exaone,midm-mini,0.5802622437477112
quest_generation,QUEST-SAMPLE-009,exaone,qwen-7b,0.6189990043640137
quest_generation,QUEST-SAMPLE-009,kanana,llama-8b,0.9201656579971313
quest_generation,QUEST-SAMPLE-009,kanana,midm-base,0.5377825498580933
quest_generation,QUEST-SAMPLE-009,kanana,midm-mini,0.6203452944755554
quest_generation,QUEST-SAMPLE-009,kanana,qwen-7b,0.8471847772598267
quest_generation,QUEST-SAMPLE-009,llama-8b,midm-base,0.5671207904815674
quest_generation,QUEST-SAMPLE-009,llama-8b,midm-mini,0.6228817701339722
quest_generation,QUEST-SAMPLE-009,llama-8b,qwen-7b,0.8457414507865906
quest_generation,QUEST-SAMPLE-009,midm-base,midm-mini,0.5863709449768066
quest_generation,QUEST-SAMPLE-009,midm-base,qwen-7b,0.5870387554168701
quest_generation,QUEST-SAMPLE-009,midm-mini,qwen-7b,0.6417092084884644
quest_generation,QUEST-SAMPLE-010,exaone,kanana,0.5882996320724487
quest_generation,QUEST-SAMPLE-010,exaone,llama-8b,0.528779149055481
quest_generation,QUEST-SAMPLE-010,exaone,midm-base,0.8117730617523193
quest_generation,QUEST-SAMPLE-010,exaone,midm-mini,0.630940318107605
quest_generation,QUEST-SAMPLE-010,exaone,qwen-7b,0.40311744809150696
quest_generation,QUEST-SAMPLE-010,kanana,llama-8b,0.5957525372505188
quest_generation,QUEST-SAMPLE-010,kanana,midm-base,0.5523066520690918
quest_generation,QUEST-SAMPLE-010,kanana,midm-mini,0.5785313844680786
quest_generation,QUEST-SAMPLE-010,kanana,qwen-7b,0.5033854246139526
quest_generation,QUEST-SAMPLE-010,llama-8b,midm-base,0.4980755150318146
quest_generation,QUEST-SAMPLE-010,llama-8b,midm-mini,0.6322993636131287
quest_generation,QUEST-SAMPLE-010,llama-8b,qwen-7b,0.5923893451690674
quest_generation,QUEST-SAMPLE-010,midm-base,midm-mini,0.5578036904335022
quest_generation,QUEST-SAMPLE-010,midm-base,qwen-7b,0.4379666745662689
quest_generation,QUEST-SAMPLE-010,midm-mini,qwen-7b,0.5527975559234619
quest_generation,QUEST-SAMPLE-011,exaone,kanana,0.5685995817184448
quest_generation,QUEST-SAMPLE-011,exaone,llama-8b,0.4763156473636627
quest_generation,QUEST-SAMPLE-011,exaone,midm-base,0.6888328790664673
quest_generation,QUEST-SAMPLE-011,exaone,midm-mini,0.638213038444519
quest_generation,QUEST-SAMPLE-011,exaone,qwen-7b,0.6265978217124939
quest_generation,QUEST-SAMPLE-011,kanana,llama-8b,0.5127983093261719
quest_generation,QUEST-SAMPLE-011,kanana,midm-base,0.444624125957489
quest_generation,QUEST-SAMPLE-011,kanana,midm-mini,0.6687345504760742
quest_generation,QUEST-SAMPLE-011,kanana,qwen-7b,0.6131076812744141
quest_generation,QUEST-SAMPLE-011,llama-8b,midm-base,0.3971998691558838
quest_generation,QUEST-SAMPLE-011,llama-8b,midm-mini,0.6550256609916687
quest_generation,QUEST-SAMPLE-011,llama-8b,qwen-7b,0.5091306567192078
quest_generation,QUEST-SAMPLE-011,midm-base,midm-mini,0.5551963448524475
quest_generation,QUEST-SAMPLE-011,midm-base,qwen-7b,0.6314898729324341
quest_generation,QUEST-SAMPLE-011,midm-mini,qwen-7b,0.6745374202728271
quest_generation,QUEST-SAMPLE-012,exaone,kanana,0.6834268569946289
quest_generation,QUEST-SAMPLE-012,exaone,llama-8b,0.632920503616333
quest_generation,QUEST-SAMPLE-012,exaone,midm-base,0.6180146932601929
quest_generation,QUEST-SAMPLE-012,exaone,midm-mini,0.6427253484725952
quest_generation,QUEST-SAMPLE-012,exaone,qwen-7b,0.5304401516914368
quest_generation,QUEST-SAMPLE-012,kanana,llama-8b,0.6062577962875366
quest_generation,QUEST-SAMPLE-012,kanana,midm-base,0.7093042135238647
quest_generation,QUEST-SAMPLE-012,kanana,midm-mini,0.6920610666275024
quest_generation,QUEST-SAMPLE-012,kanana,qwen-7b,0.556745707988739
quest_generation,QUEST-SAMPLE-012,llama-8b,midm-base,0.7488120794296265
quest_generation,QUEST-SAMPLE-012,llama-8b,midm-mini,0.654057502746582
quest_generation,QUEST-SAMPLE-012,llama-8b,qwen-7b,0.6585274934768677
quest_generation,QUEST-SAMPLE-012,midm-base,midm-mini,0.7487161159515381
quest_generation,QUEST-SAMPLE-012,midm-base,qwen-7b,0.7130203247070312
quest_generation,QUEST-SAMPLE-012,midm-mini,qwen-7b,0.5564115643501282
quest_generation,QUEST-SAMPLE-013,exaone,kanana,0.53939288854599
quest_generation,QUEST-SAMPLE-013,exaone,llama-8b,0.4781692326068878
quest_generation,QUEST-SAMPLE-013,exaone,midm-base,0.7694365978240967
quest_generation,QUEST-SAMPLE-013,exaone,midm-mini,0.46244052052497864
quest_generation,QUEST-SAMPLE-013,exaone,qwen-7b,0.596366286277771
quest_generation,QUEST-SAMPLE-013,kanana,llama-8b,0.700006365776062
quest_generation,QUEST-SAMPLE-013,kanana,midm-base,0.4583820104598999
quest_generation,QUEST-SAMPLE-013,kanana,midm-mini,0.6338260173797607
quest_generation,QUEST-SAMPLE-013,kanana,qwen-7b,0.5092560648918152
quest_generation,QUEST-SAMPLE-013,llama-8b,midm-base,0.4286264181137085
quest_generation,QUEST-SAMPLE-013,llama-8b,midm-mini,0.796744704246521
quest_generation,QUEST-SAMPLE-013,llama-8b,qwen-7b,0.5562074780464172
quest_generation,QUEST-SAMPLE-013,midm-base,midm-mini,0.45981699228286743
quest_generation,QUEST-SAMPLE-013,midm-base,qwen-7b,0.5332930088043213
quest_generation,QUEST-SAMPLE-013,midm-mini,qwen-7b,0.5204497575759888
quest_generation,QUEST-SAMPLE-014,exaone,kanana,0.686876654624939
quest_generation,QUEST-SAMPLE-014,exaone,llama-8b,0.5727969408035278
quest_generation,QUEST-SAMPLE-014,exaone,midm-base,0.5635707378387451
quest_generation,QUEST-SAMPLE-014,exaone,midm-mini,0.7849342823028564
quest_generation,QUEST-SAMPLE-014,exaone,qwen-7b,0.6452013850212097
quest_generation,QUEST-SAMPLE-014,kanana,llama-8b,0.8213961124420166
quest_generation,QUEST-SAMPLE-014,kanana,midm-base,0.5657513737678528
quest_generation,QUEST-SAMPLE-014,kanana,midm-mini,0.7285844087600708
quest_generation,QUEST-SAMPLE-014,kanana,qwen-7b,0.7328314185142517
quest_generation,QUEST-SAMPLE-014,llama-8b,midm-base,0.6077935695648193
quest_generation,QUEST-SAMPLE-014,llama-8b,midm-mini,0.6409143209457397
quest_generation,QUEST-SAMPLE-014,llama-8b,qwen-7b,0.6611202359199524
quest_generation,QUEST-SAMPLE-014,midm-base,midm-mini,0.5080617666244507
quest_generation,QUEST-SAMPLE-014,midm-base,qwen-7b,0.7007780075073242
quest_generation,QUEST-SAMPLE-014,midm-mini,qwen-7b,0.5641380548477173
quest_generation,QUEST-SAMPLE-015,exaone,kanana,0.6236182451248169
quest_generation,QUEST-SAMPLE-015,exaone,llama-8b,0.6449588537216187
quest_generation,QUEST-SAMPLE-015,exaone,midm-base,0.8424102067947388
quest_generation,QUEST-SAMPLE-015,exaone,midm-mini,0.47251391410827637
quest_generation,QUEST-SAMPLE-015,exaone,qwen-7b,0.4664168357849121
quest_generation,QUEST-SAMPLE-015,kanana,llama-8b,0.7937348484992981
quest_generation,QUEST-SAMPLE-015,kanana,midm-base,0.6003590822219849
quest_generation,QUEST-SAMPLE-015,kanana,midm-mini,0.6535084843635559
quest_generation,QUEST-SAMPLE-015,kanana,qwen-7b,0.5982622504234314
quest_generation,QUEST-SAMPLE-015,llama-8b,midm-base,0.6023041009902954
quest_generation,QUEST-SAMPLE-015,llama-8b,midm-mini,0.7870912551879883
quest_generation,QUEST-SAMPLE-015,llama-8b,qwen-7b,0.6337392330169678
quest_generation,QUEST-SAMPLE-015,midm-base,midm-mini,0.4752320945262909
quest_generation,QUEST-SAMPLE-015,midm-base,qwen-7b,0.4265214502811432
quest_generation,QUEST-SAMPLE-015,midm-mini,qwen-7b,0.672317385673523
quest_generation,QUEST-SAMPLE-016,exaone,kanana,0.5405588150024414
quest_generation,QUEST-SAMPLE-016,exaone,llama-8b,0.5164308547973633
quest_generation,QUEST-SAMPLE-016,exaone,midm-base,0.5904684066772461
quest_generation,QUEST-SAMPLE-016,exaone,midm-mini,0.541711688041687
quest_generation,QUEST-SAMPLE-016,exaone,qwen-7b,0.42316192388534546
quest_generation,QUEST-SAMPLE-016,kanana,llama-8b,0.5038676857948303
quest_generation,QUEST-SAMPLE-016,kanana,midm-base,0.5925105810165405
quest_generation,QUEST-SAMPLE-016,kanana,midm-mini,0.7202134132385254
quest_generation,QUEST-SAMPLE-016,kanana,qwen-7b,0.5922017097473145
quest_generation,QUEST-SAMPLE-016,llama-8b,midm-base,0.37355631589889526
quest_generation,QUEST-SAMPLE-016,llama-8b,midm-mini,0.4481956362724304
quest_generation,QUEST-SAMPLE-016,llama-8b,qwen-7b,0.41320329904556274
quest_generation,QUEST-SAMPLE-016,midm-base,midm-mini,0.6468937397003174
quest_generation,QUEST-SAMPLE-016,midm-base,qwen-7b,0.7458227872848511
quest_generation,QUEST-SAMPLE-016,midm-mini,qwen-7b,0.613027811050415
quest_generation,QUEST-SAMPLE-017,exaone,kanana,0.669167160987854
quest_generation,QUEST-SAMPLE-017,exaone,llama-8b,0.5543076992034912
quest_generation,QUEST-SAMPLE-017,exaone,midm-base,0.7601304650306702
quest_generation,QUEST-SAMPLE-017,exaone,midm-mini,0.6789363622665405
quest_generation,QUEST-SAMPLE-017,exaone,qwen-7b,0.7544368505477905
quest_generation,QUEST-SAMPLE-017,kanana,llama-8b,0.46793633699417114
quest_generation,QUEST-SAMPLE-017,kanana,midm-base,0.48956984281539917
quest_generation,QUEST-SAMPLE-017,kanana,midm-mini,0.6973868608474731
quest_generation,QUEST-SAMPLE-017,kanana,qwen-7b,0.727192759513855
quest_generation,QUEST-SAMPLE-017,llama-8b,midm-base,0.43866288661956787
quest_generation,QUEST-SAMPLE-017,llama-8b,midm-mini,0.3949241042137146
quest_generation,QUEST-SAMPLE-017,llama-8b,qwen-7b,0.5449258089065552
quest_generation,QUEST-SAMPLE-017,midm-base,midm-mini,0.5598000288009644
quest_generation,QUEST-SAMPLE-017,midm-base,qwen-7b,0.5878451466560364
quest_generation,QUEST-SAMPLE-017,midm-mini,qwen-7b,0.5866828560829163
quest_generation,QUEST-SAMPLE-018,exaone,kanana,0.6967639327049255
quest_generation,QUEST-SAMPLE-018,exaone,llama-8b,0.6289517879486084
quest_generation,QUEST-SAMPLE-018,exaone,midm-base,0.45573288202285767
quest_generation,QUEST-SAMPLE-018,exaone,midm-mini,0.47715604305267334
quest_generation,QUEST-SAMPLE-018,exaone,qwen-7b,0.6264393329620361
quest_generation,QUEST-SAMPLE-018,kanana,llama-8b,0.7429718375205994
quest_generation,QUEST-SAMPLE-018,kanana,midm-base,0.5900362133979797
quest_generation,QUEST-SAMPLE-018,kanana,midm-mini,0.5813745260238647
quest_generation,QUEST-SAMPLE-018,kanana,qwen-7b,0.6071208119392395
quest_generation,QUEST-SAMPLE-018,llama-8b,midm-base,0.5041884183883667
quest_generation,QUEST-SAMPLE-018,llama-8b,midm-mini,0.4840795397758484
quest_generation,QUEST-SAMPLE-018,llama-8b,qwen-7b,0.6058347225189209
quest_generation,QUEST-SAMPLE-018,midm-base,midm-mini,0.5184439420700073
quest_generation,QUEST-SAMPLE-018,midm-base,qwen-7b,0.4823765754699707
quest_generation,QUEST-SAMPLE-018,midm-mini,qwen-7b,0.5820255875587463
quest_generation,QUEST-SAMPLE-019,exaone,kanana,0.5119444727897644
quest_generation,QUEST-SAMPLE-019,exaone,llama-8b,0.6141954064369202
quest_generation,QUEST-SAMPLE-019,exaone,midm-base,0.7850977778434753
quest_generation,QUEST-SAMPLE-019,exaone,midm-mini,0.6041239500045776
quest_generation,QUEST-SAMPLE-019,exaone,qwen-7b,0.6874605417251587
quest_generation,QUEST-SAMPLE-019,kanana,llama-8b,0.7051376104354858
quest_generation,QUEST-SAMPLE-019,kanana,midm-base,0.3522992730140686
quest_generation,QUEST-SAMPLE-019,kanana,midm-mini,0.6050225496292114
quest_generation,QUEST-SAMPLE-019,kanana,qwen-7b,0.5958187580108643
quest_generation,QUEST-SAMPLE-019,llama-8b,midm-base,0.5614176988601685
quest_generation,QUEST-SAMPLE-019,llama-8b,midm-mini,0.6785351037979126
quest_generation,QUEST-SAMPLE-019,llama-8b,qwen-7b,0.651989221572876
quest_generation,QUEST-SAMPLE-019,midm-base,midm-mini,0.4125322997570038
quest_generation,QUEST-SAMPLE-019,midm-base,qwen-7b,0.5375549793243408
