task,sample_id,model_a,model_b,pairwise_cosine_similarity
planner_chatbot,PLAN-SAMPLE-009,midm-base,qwen-3b,0.6023703217506409
planner_chatbot,PLAN-SAMPLE-009,midm-base,qwen-7b,0.6202445030212402
planner_chatbot,PLAN-SAMPLE-009,midm-base,kanana-nano-2.1b-vllm,0.5142971277236938
planner_chatbot,PLAN-SAMPLE-009,midm-mini,qwen-3b,0.7041160464286804
planner_chatbot,PLAN-SAMPLE-009,midm-mini,qwen-7b,0.7708323001861572
planner_chatbot,PLAN-SAMPLE-009,midm-mini,kanana-nano-2.1b-vllm,0.603690505027771
planner_chatbot,PLAN-SAMPLE-009,qwen-3b,qwen-7b,0.6196048259735107
planner_chatbot,PLAN-SAMPLE-009,qwen-3b,kanana-nano-2.1b-vllm,0.8871461749076843
planner_chatbot,PLAN-SAMPLE-009,qwen-7b,kanana-nano-2.1b-vllm,0.46472448110580444
planner_chatbot,PLAN-SAMPLE-010,llama-3b,gemma-3-4b-it,0.8175550103187561
planner_chatbot,PLAN-SAMPLE-010,llama-3b,midm-base,0.5194063186645508
planner_chatbot,PLAN-SAMPLE-010,llama-3b,midm-mini,0.8491132259368896
planner_chatbot,PLAN-SAMPLE-010,llama-3b,qwen-3b,0.8262379169464111
planner_chatbot,PLAN-SAMPLE-010,llama-3b,qwen-7b,0.685784637928009
planner_chatbot,PLAN-SAMPLE-010,llama-3b,kanana-nano-2.1b-vllm,0.6274497509002686
planner_chatbot,PLAN-SAMPLE-010,gemma-3-4b-it,midm-base,0.6143540740013123
planner_chatbot,PLAN-SAMPLE-010,gemma-3-4b-it,midm-mini,0.8631051778793335
planner_chatbot,PLAN-SAMPLE-010,gemma-3-4b-it,qwen-3b,0.7298299074172974
planner_chatbot,PLAN-SAMPLE-010,gemma-3-4b-it,qwen-7b,0.73062664270401
planner_chatbot,PLAN-SAMPLE-010,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.7019777297973633
planner_chatbot,PLAN-SAMPLE-010,midm-base,midm-mini,0.5912090539932251
planner_chatbot,PLAN-SAMPLE-010,midm-base,qwen-3b,0.6644903421401978
planner_chatbot,PLAN-SAMPLE-010,midm-base,qwen-7b,0.77494215965271
planner_chatbot,PLAN-SAMPLE-010,midm-base,kanana-nano-2.1b-vllm,0.8205524682998657
planner_chatbot,PLAN-SAMPLE-010,midm-mini,qwen-3b,0.7822935581207275
planner_chatbot,PLAN-SAMPLE-010,midm-mini,qwen-7b,0.6847678422927856
planner_chatbot,PLAN-SAMPLE-010,midm-mini,kanana-nano-2.1b-vllm,0.6829847097396851
planner_chatbot,PLAN-SAMPLE-010,qwen-3b,qwen-7b,0.7257158756256104
planner_chatbot,PLAN-SAMPLE-010,qwen-3b,kanana-nano-2.1b-vllm,0.7446413040161133
planner_chatbot,PLAN-SAMPLE-010,qwen-7b,kanana-nano-2.1b-vllm,0.714983344078064
quest_generation,QUEST-SAMPLE-001,llama-3b,gemma-3-4b-it,0.38703539967536926
quest_generation,QUEST-SAMPLE-001,llama-3b,midm-base,0.4162287712097168
quest_generation,QUEST-SAMPLE-001,llama-3b,midm-mini,0.49342823028564453
quest_generation,QUEST-SAMPLE-001,llama-3b,qwen-3b,0.21297723054885864
quest_generation,QUEST-SAMPLE-001,llama-3b,qwen-7b,0.35616493225097656
quest_generation,QUEST-SAMPLE-001,llama-3b,kanana-nano-2.1b-vllm,0.24271821975708008
quest_generation,QUEST-SAMPLE-001,gemma-3-4b-it,midm-base,0.3385334610939026
quest_generation,QUEST-SAMPLE-001,gemma-3-4b-it,midm-mini,0.36137598752975464
quest_generation,QUEST-SAMPLE-001,gemma-3-4b-it,qwen-3b,0.39142873883247375
quest_generation,QUEST-SAMPLE-001,gemma-3-4b-it,qwen-7b,0.22042910754680634
quest_generation,QUEST-SAMPLE-001,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.301517128944397
quest_generation,QUEST-SAMPLE-001,midm-base,midm-mini,0.41515010595321655
quest_generation,QUEST-SAMPLE-001,midm-base,qwen-3b,0.4261646270751953
quest_generation,QUEST-SAMPLE-001,midm-base,qwen-7b,0.3317594826221466
quest_generation,QUEST-SAMPLE-001,midm-base,kanana-nano-2.1b-vllm,0.30742233991622925
quest_generation,QUEST-SAMPLE-001,midm-mini,qwen-3b,0.20456787943840027
quest_generation,QUEST-SAMPLE-001,midm-mini,qwen-7b,0.40071001648902893
quest_generation,QUEST-SAMPLE-001,midm-mini,kanana-nano-2.1b-vllm,0.250385582447052
quest_generation,QUEST-SAMPLE-001,qwen-3b,qwen-7b,0.42293769121170044
quest_generation,QUEST-SAMPLE-001,qwen-3b,kanana-nano-2.1b-vllm,0.30480676889419556
quest_generation,QUEST-SAMPLE-001,qwen-7b,kanana-nano-2.1b-vllm,0.5514297485351562
quest_generation,QUEST-SAMPLE-002,llama-3b,gemma-3-4b-it,0.4505685269832611
quest_generation,QUEST-SAMPLE-002,llama-3b,midm-base,0.2984793484210968
quest_generation,QUEST-SAMPLE-002,llama-3b,midm-mini,0.25909385085105896
quest_generation,QUEST-SAMPLE-002,llama-3b,qwen-3b,0.5068366527557373
quest_generation,QUEST-SAMPLE-002,llama-3b,qwen-7b,0.3311188519001007
quest_generation,QUEST-SAMPLE-002,llama-3b,kanana-nano-2.1b-vllm,0.2522672414779663
quest_generation,QUEST-SAMPLE-002,gemma-3-4b-it,midm-base,0.3159139156341553
quest_generation,QUEST-SAMPLE-002,gemma-3-4b-it,midm-mini,0.20420393347740173
quest_generation,QUEST-SAMPLE-002,gemma-3-4b-it,qwen-3b,0.3015449643135071
quest_generation,QUEST-SAMPLE-002,gemma-3-4b-it,qwen-7b,0.28783637285232544
quest_generation,QUEST-SAMPLE-002,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.2575838267803192
quest_generation,QUEST-SAMPLE-002,midm-base,midm-mini,0.12262392044067383
quest_generation,QUEST-SAMPLE-002,midm-base,qwen-3b,0.20936456322669983
quest_generation,QUEST-SAMPLE-002,midm-base,qwen-7b,0.19677139818668365
quest_generation,QUEST-SAMPLE-002,midm-base,kanana-nano-2.1b-vllm,0.1638808250427246
quest_generation,QUEST-SAMPLE-002,midm-mini,qwen-3b,0.47648879885673523
quest_generation,QUEST-SAMPLE-002,midm-mini,qwen-7b,0.719347357749939
quest_generation,QUEST-SAMPLE-002,midm-mini,kanana-nano-2.1b-vllm,0.8415070176124573
quest_generation,QUEST-SAMPLE-002,qwen-3b,qwen-7b,0.3681335151195526
quest_generation,QUEST-SAMPLE-002,qwen-3b,kanana-nano-2.1b-vllm,0.31805771589279175
quest_generation,QUEST-SAMPLE-002,qwen-7b,kanana-nano-2.1b-vllm,0.6481910347938538
quest_generation,QUEST-SAMPLE-003,llama-3b,gemma-3-4b-it,0.2269488126039505
quest_generation,QUEST-SAMPLE-003,llama-3b,midm-base,0.30999499559402466
quest_generation,QUEST-SAMPLE-003,llama-3b,midm-mini,0.2924376130104065
quest_generation,QUEST-SAMPLE-003,llama-3b,qwen-3b,0.4240454435348511
quest_generation,QUEST-SAMPLE-003,llama-3b,qwen-7b,0.26969796419143677
quest_generation,QUEST-SAMPLE-003,llama-3b,kanana-nano-2.1b-vllm,0.37821483612060547
quest_generation,QUEST-SAMPLE-003,gemma-3-4b-it,midm-base,0.39333537220954895
quest_generation,QUEST-SAMPLE-003,gemma-3-4b-it,midm-mini,0.20966917276382446
quest_generation,QUEST-SAMPLE-003,gemma-3-4b-it,qwen-3b,0.13696914911270142
quest_generation,QUEST-SAMPLE-003,gemma-3-4b-it,qwen-7b,0.1769731342792511
quest_generation,QUEST-SAMPLE-003,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.36141276359558105
quest_generation,QUEST-SAMPLE-003,midm-base,midm-mini,0.16999249160289764
quest_generation,QUEST-SAMPLE-003,midm-base,qwen-3b,0.2499445378780365
quest_generation,QUEST-SAMPLE-003,midm-base,qwen-7b,0.2645910978317261
quest_generation,QUEST-SAMPLE-003,midm-base,kanana-nano-2.1b-vllm,0.3510134220123291
quest_generation,QUEST-SAMPLE-003,midm-mini,qwen-3b,0.38154423236846924
quest_generation,QUEST-SAMPLE-003,midm-mini,qwen-7b,0.09311837702989578
quest_generation,QUEST-SAMPLE-003,midm-mini,kanana-nano-2.1b-vllm,0.4762101173400879
quest_generation,QUEST-SAMPLE-003,qwen-3b,qwen-7b,0.2366088628768921
quest_generation,QUEST-SAMPLE-003,qwen-3b,kanana-nano-2.1b-vllm,0.34496259689331055
quest_generation,QUEST-SAMPLE-003,qwen-7b,kanana-nano-2.1b-vllm,0.22597184777259827
quest_generation,QUEST-SAMPLE-004,llama-3b,gemma-3-4b-it,0.25576770305633545
quest_generation,QUEST-SAMPLE-004,llama-3b,midm-base,0.21325653791427612
quest_generation,QUEST-SAMPLE-004,llama-3b,midm-mini,0.17907574772834778
quest_generation,QUEST-SAMPLE-004,llama-3b,qwen-3b,0.5031125545501709
quest_generation,QUEST-SAMPLE-004,llama-3b,qwen-7b,0.39222902059555054
quest_generation,QUEST-SAMPLE-004,llama-3b,kanana-nano-2.1b-vllm,0.5201538801193237
quest_generation,QUEST-SAMPLE-004,gemma-3-4b-it,midm-base,0.41336292028427124
quest_generation,QUEST-SAMPLE-004,gemma-3-4b-it,midm-mini,0.20879122614860535
quest_generation,QUEST-SAMPLE-004,gemma-3-4b-it,qwen-3b,0.35642823576927185
quest_generation,QUEST-SAMPLE-004,gemma-3-4b-it,qwen-7b,0.22703197598457336
quest_generation,QUEST-SAMPLE-004,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.3142167925834656
quest_generation,QUEST-SAMPLE-004,midm-base,midm-mini,0.2881354093551636
quest_generation,QUEST-SAMPLE-004,midm-base,qwen-3b,0.4518408477306366
quest_generation,QUEST-SAMPLE-004,midm-base,qwen-7b,0.4706903100013733
quest_generation,QUEST-SAMPLE-004,midm-base,kanana-nano-2.1b-vllm,0.3055739402770996
quest_generation,QUEST-SAMPLE-004,midm-mini,qwen-3b,0.3412432074546814
quest_generation,QUEST-SAMPLE-004,midm-mini,qwen-7b,0.6702762842178345
quest_generation,QUEST-SAMPLE-004,midm-mini,kanana-nano-2.1b-vllm,0.36827409267425537
quest_generation,QUEST-SAMPLE-004,qwen-3b,qwen-7b,0.519443154335022
quest_generation,QUEST-SAMPLE-004,qwen-3b,kanana-nano-2.1b-vllm,0.5352680683135986
quest_generation,QUEST-SAMPLE-004,qwen-7b,kanana-nano-2.1b-vllm,0.572494387626648
quest_generation,QUEST-SAMPLE-005,llama-3b,gemma-3-4b-it,0.31757158041000366
quest_generation,QUEST-SAMPLE-005,llama-3b,midm-base,0.4081384539604187
quest_generation,QUEST-SAMPLE-005,llama-3b,midm-mini,0.37903833389282227
quest_generation,QUEST-SAMPLE-005,llama-3b,qwen-3b,0.25588545203208923
quest_generation,QUEST-SAMPLE-005,llama-3b,qwen-7b,0.2963991165161133
quest_generation,QUEST-SAMPLE-005,llama-3b,kanana-nano-2.1b-vllm,0.42904871702194214
quest_generation,QUEST-SAMPLE-005,gemma-3-4b-it,midm-base,0.3930121660232544
quest_generation,QUEST-SAMPLE-005,gemma-3-4b-it,midm-mini,0.18985450267791748
quest_generation,QUEST-SAMPLE-005,gemma-3-4b-it,qwen-3b,0.2907116413116455
quest_generation,QUEST-SAMPLE-005,gemma-3-4b-it,qwen-7b,0.41193515062332153
quest_generation,QUEST-SAMPLE-005,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.44585752487182617
quest_generation,QUEST-SAMPLE-005,midm-base,midm-mini,0.7344299554824829
quest_generation,QUEST-SAMPLE-005,midm-base,qwen-3b,0.2655569314956665
quest_generation,QUEST-SAMPLE-005,midm-base,qwen-7b,0.278459370136261
quest_generation,QUEST-SAMPLE-005,midm-base,kanana-nano-2.1b-vllm,0.4036059081554413
quest_generation,QUEST-SAMPLE-005,midm-mini,qwen-3b,0.30168622732162476
quest_generation,QUEST-SAMPLE-005,midm-mini,qwen-7b,0.31217044591903687
quest_generation,QUEST-SAMPLE-005,midm-mini,kanana-nano-2.1b-vllm,0.21068614721298218
quest_generation,QUEST-SAMPLE-005,qwen-3b,qwen-7b,0.4986919164657593
quest_generation,QUEST-SAMPLE-005,qwen-3b,kanana-nano-2.1b-vllm,0.17191827297210693
quest_generation,QUEST-SAMPLE-005,qwen-7b,kanana-nano-2.1b-vllm,0.34050071239471436
quest_generation,QUEST-SAMPLE-006,llama-3b,gemma-3-4b-it,0.18839086592197418
quest_generation,QUEST-SAMPLE-006,llama-3b,midm-base,0.1637934446334839
quest_generation,QUEST-SAMPLE-006,llama-3b,midm-mini,0.20112748444080353
quest_generation,QUEST-SAMPLE-006,llama-3b,qwen-3b,0.11459119617938995
quest_generation,QUEST-SAMPLE-006,llama-3b,qwen-7b,0.19185510277748108
quest_generation,QUEST-SAMPLE-006,llama-3b,kanana-nano-2.1b-vllm,0.17098021507263184
quest_generation,QUEST-SAMPLE-006,gemma-3-4b-it,midm-base,0.283724844455719
quest_generation,QUEST-SAMPLE-006,gemma-3-4b-it,midm-mini,0.4536207914352417
quest_generation,QUEST-SAMPLE-006,gemma-3-4b-it,qwen-3b,0.4134219288825989
quest_generation,QUEST-SAMPLE-006,gemma-3-4b-it,qwen-7b,0.4564840495586395
quest_generation,QUEST-SAMPLE-006,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.5828768610954285
quest_generation,QUEST-SAMPLE-006,midm-base,midm-mini,0.245853453874588
quest_generation,QUEST-SAMPLE-006,midm-base,qwen-3b,0.6053900122642517
quest_generation,QUEST-SAMPLE-006,midm-base,qwen-7b,0.11720037460327148
quest_generation,QUEST-SAMPLE-006,midm-base,kanana-nano-2.1b-vllm,0.21055008471012115
quest_generation,QUEST-SAMPLE-006,midm-mini,qwen-3b,0.3885337710380554
quest_generation,QUEST-SAMPLE-006,midm-mini,qwen-7b,0.37212657928466797
quest_generation,QUEST-SAMPLE-006,midm-mini,kanana-nano-2.1b-vllm,0.5098655819892883
quest_generation,QUEST-SAMPLE-006,qwen-3b,qwen-7b,0.22156649827957153
quest_generation,QUEST-SAMPLE-006,qwen-3b,kanana-nano-2.1b-vllm,0.33490467071533203
quest_generation,QUEST-SAMPLE-006,qwen-7b,kanana-nano-2.1b-vllm,0.6280161142349243
quest_generation,QUEST-SAMPLE-007,llama-3b,gemma-3-4b-it,0.3226248621940613
quest_generation,QUEST-SAMPLE-007,llama-3b,midm-base,0.22400744259357452
quest_generation,QUEST-SAMPLE-007,llama-3b,midm-mini,0.27970319986343384
quest_generation,QUEST-SAMPLE-007,llama-3b,qwen-3b,0.34880518913269043
quest_generation,QUEST-SAMPLE-007,llama-3b,qwen-7b,0.20877870917320251
quest_generation,QUEST-SAMPLE-007,llama-3b,kanana-nano-2.1b-vllm,0.36934220790863037
quest_generation,QUEST-SAMPLE-007,gemma-3-4b-it,midm-base,0.5123294591903687
quest_generation,QUEST-SAMPLE-007,gemma-3-4b-it,midm-mini,0.46329545974731445
quest_generation,QUEST-SAMPLE-007,gemma-3-4b-it,qwen-3b,0.41129326820373535
quest_generation,QUEST-SAMPLE-007,gemma-3-4b-it,qwen-7b,0.6343567371368408
quest_generation,QUEST-SAMPLE-007,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.4387405216693878
quest_generation,QUEST-SAMPLE-007,midm-base,midm-mini,0.37615904211997986
quest_generation,QUEST-SAMPLE-007,midm-base,qwen-3b,0.2832864820957184
quest_generation,QUEST-SAMPLE-007,midm-base,qwen-7b,0.7080702781677246
quest_generation,QUEST-SAMPLE-007,midm-base,kanana-nano-2.1b-vllm,0.20402668416500092
quest_generation,QUEST-SAMPLE-007,midm-mini,qwen-3b,0.34262704849243164
quest_generation,QUEST-SAMPLE-007,midm-mini,qwen-7b,0.4667351245880127
quest_generation,QUEST-SAMPLE-007,midm-mini,kanana-nano-2.1b-vllm,0.4346875250339508
quest_generation,QUEST-SAMPLE-007,qwen-3b,qwen-7b,0.3835098147392273
quest_generation,QUEST-SAMPLE-007,qwen-3b,kanana-nano-2.1b-vllm,0.13598041236400604
quest_generation,QUEST-SAMPLE-007,qwen-7b,kanana-nano-2.1b-vllm,0.26523566246032715
quest_generation,QUEST-SAMPLE-008,llama-3b,gemma-3-4b-it,0.3561822772026062
quest_generation,QUEST-SAMPLE-008,llama-3b,midm-base,0.398951917886734
quest_generation,QUEST-SAMPLE-008,llama-3b,midm-mini,0.31351131200790405
quest_generation,QUEST-SAMPLE-008,llama-3b,qwen-3b,0.3669956922531128
quest_generation,QUEST-SAMPLE-008,llama-3b,qwen-7b,0.42447683215141296
quest_generation,QUEST-SAMPLE-008,llama-3b,kanana-nano-2.1b-vllm,0.3102128207683563
quest_generation,QUEST-SAMPLE-008,gemma-3-4b-it,midm-base,0.35095810890197754
quest_generation,QUEST-SAMPLE-008,gemma-3-4b-it,midm-mini,0.1596066802740097
quest_generation,QUEST-SAMPLE-008,gemma-3-4b-it,qwen-3b,0.20641112327575684
quest_generation,QUEST-SAMPLE-008,gemma-3-4b-it,qwen-7b,0.1265995055437088
quest_generation,QUEST-SAMPLE-008,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.3158518075942993
quest_generation,QUEST-SAMPLE-008,midm-base,midm-mini,0.5939831733703613
quest_generation,QUEST-SAMPLE-008,midm-base,qwen-3b,0.4939248859882355
quest_generation,QUEST-SAMPLE-008,midm-base,qwen-7b,0.4126477539539337
quest_generation,QUEST-SAMPLE-008,midm-base,kanana-nano-2.1b-vllm,0.6628496646881104
quest_generation,QUEST-SAMPLE-008,midm-mini,qwen-3b,0.34558624029159546
quest_generation,QUEST-SAMPLE-008,midm-mini,qwen-7b,0.49251607060432434
quest_generation,QUEST-SAMPLE-008,midm-mini,kanana-nano-2.1b-vllm,0.5380120277404785
quest_generation,QUEST-SAMPLE-008,qwen-3b,qwen-7b,0.25481048226356506
quest_generation,QUEST-SAMPLE-008,qwen-3b,kanana-nano-2.1b-vllm,0.37777987122535706
quest_generation,QUEST-SAMPLE-008,qwen-7b,kanana-nano-2.1b-vllm,0.25811606645584106
quest_generation,QUEST-SAMPLE-009,llama-3b,gemma-3-4b-it,0.174234539270401
quest_generation,QUEST-SAMPLE-009,llama-3b,midm-base,0.17476966977119446
quest_generation,QUEST-SAMPLE-009,llama-3b,midm-mini,0.24009861052036285
quest_generation,QUEST-SAMPLE-009,llama-3b,qwen-3b,0.3765925168991089
quest_generation,QUEST-SAMPLE-009,llama-3b,qwen-7b,0.17250090837478638
quest_generation,QUEST-SAMPLE-009,llama-3b,kanana-nano-2.1b-vllm,0.15794575214385986
quest_generation,QUEST-SAMPLE-009,gemma-3-4b-it,midm-base,0.22737061977386475
quest_generation,QUEST-SAMPLE-009,gemma-3-4b-it,midm-mini,0.5406874418258667
quest_generation,QUEST-SAMPLE-009,gemma-3-4b-it,qwen-3b,0.23577675223350525
quest_generation,QUEST-SAMPLE-009,gemma-3-4b-it,qwen-7b,0.36158978939056396
quest_generation,QUEST-SAMPLE-009,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.6957515478134155
quest_generation,QUEST-SAMPLE-009,midm-base,midm-mini,0.3947196900844574
quest_generation,QUEST-SAMPLE-009,midm-base,qwen-3b,0.27823418378829956
quest_generation,QUEST-SAMPLE-009,midm-base,qwen-7b,0.17881329357624054
quest_generation,QUEST-SAMPLE-009,midm-base,kanana-nano-2.1b-vllm,0.4225331246852875
quest_generation,QUEST-SAMPLE-009,midm-mini,qwen-3b,0.4403235614299774
quest_generation,QUEST-SAMPLE-009,midm-mini,qwen-7b,0.598703145980835
quest_generation,QUEST-SAMPLE-009,midm-mini,kanana-nano-2.1b-vllm,0.5722994804382324
quest_generation,QUEST-SAMPLE-009,qwen-3b,qwen-7b,0.3784545063972473
quest_generation,QUEST-SAMPLE-009,qwen-3b,kanana-nano-2.1b-vllm,0.19795218110084534
quest_generation,QUEST-SAMPLE-009,qwen-7b,kanana-nano-2.1b-vllm,0.2748758792877197
quest_generation,QUEST-SAMPLE-010,llama-3b,gemma-3-4b-it,0.25123143196105957
quest_generation,QUEST-SAMPLE-010,llama-3b,midm-base,0.31103983521461487
quest_generation,QUEST-SAMPLE-010,llama-3b,midm-mini,0.2572539150714874
quest_generation,QUEST-SAMPLE-010,llama-3b,qwen-3b,0.29477569460868835
quest_generation,QUEST-SAMPLE-010,llama-3b,qwen-7b,0.391179621219635
quest_generation,QUEST-SAMPLE-010,llama-3b,kanana-nano-2.1b-vllm,0.2937236428260803
quest_generation,QUEST-SAMPLE-010,gemma-3-4b-it,midm-base,0.40138912200927734
quest_generation,QUEST-SAMPLE-010,gemma-3-4b-it,midm-mini,0.3516116142272949
quest_generation,QUEST-SAMPLE-010,gemma-3-4b-it,qwen-3b,0.1935318410396576
quest_generation,QUEST-SAMPLE-010,gemma-3-4b-it,qwen-7b,0.4248122572898865
quest_generation,QUEST-SAMPLE-010,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.5436018109321594
quest_generation,QUEST-SAMPLE-010,midm-base,midm-mini,0.5317943692207336
quest_generation,QUEST-SAMPLE-010,midm-base,qwen-3b,0.4924745261669159
quest_generation,QUEST-SAMPLE-010,midm-base,qwen-7b,0.5263134837150574
quest_generation,QUEST-SAMPLE-010,midm-base,kanana-nano-2.1b-vllm,0.18255120515823364
quest_generation,QUEST-SAMPLE-010,midm-mini,qwen-3b,0.5713826417922974
quest_generation,QUEST-SAMPLE-010,midm-mini,qwen-7b,0.6213385462760925
quest_generation,QUEST-SAMPLE-010,midm-mini,kanana-nano-2.1b-vllm,0.4656909704208374
quest_generation,QUEST-SAMPLE-010,qwen-3b,qwen-7b,0.5706305503845215
quest_generation,QUEST-SAMPLE-010,qwen-3b,kanana-nano-2.1b-vllm,0.3255475163459778
quest_generation,QUEST-SAMPLE-010,qwen-7b,kanana-nano-2.1b-vllm,0.4399229884147644
todo_decomposition,TODO-SAMPLE-001,llama-3b,gemma-3-4b-it,0.90311598777771
todo_decomposition,TODO-SAMPLE-001,llama-3b,midm-base,0.9895989298820496
todo_decomposition,TODO-SAMPLE-001,llama-3b,midm-mini,0.9268414974212646
todo_decomposition,TODO-SAMPLE-001,llama-3b,qwen-3b,0.8456278443336487
todo_decomposition,TODO-SAMPLE-001,llama-3b,qwen-7b,0.9630762338638306
todo_decomposition,TODO-SAMPLE-001,llama-3b,kanana-nano-2.1b-vllm,0.8338533043861389
todo_decomposition,TODO-SAMPLE-001,gemma-3-4b-it,midm-base,0.8831830024719238
todo_decomposition,TODO-SAMPLE-001,gemma-3-4b-it,midm-mini,0.8547889590263367
todo_decomposition,TODO-SAMPLE-001,gemma-3-4b-it,qwen-3b,0.7871259450912476
todo_decomposition,TODO-SAMPLE-001,gemma-3-4b-it,qwen-7b,0.8903864622116089
todo_decomposition,TODO-SAMPLE-001,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.6735391616821289
todo_decomposition,TODO-SAMPLE-001,midm-base,midm-mini,0.9501512050628662
todo_decomposition,TODO-SAMPLE-001,midm-base,qwen-3b,0.862913966178894
todo_decomposition,TODO-SAMPLE-001,midm-base,qwen-7b,0.973076343536377
todo_decomposition,TODO-SAMPLE-001,midm-base,kanana-nano-2.1b-vllm,0.8511459827423096
todo_decomposition,TODO-SAMPLE-001,midm-mini,qwen-3b,0.8282343149185181
todo_decomposition,TODO-SAMPLE-001,midm-mini,qwen-7b,0.9391486644744873
todo_decomposition,TODO-SAMPLE-001,midm-mini,kanana-nano-2.1b-vllm,0.9097771644592285
todo_decomposition,TODO-SAMPLE-001,qwen-3b,qwen-7b,0.8521584272384644
todo_decomposition,TODO-SAMPLE-001,qwen-3b,kanana-nano-2.1b-vllm,0.6927299499511719
todo_decomposition,TODO-SAMPLE-001,qwen-7b,kanana-nano-2.1b-vllm,0.821585476398468
todo_decomposition,TODO-SAMPLE-002,llama-3b,gemma-3-4b-it,0.6104162335395813
todo_decomposition,TODO-SAMPLE-002,llama-3b,midm-base,0.5872207880020142
todo_decomposition,TODO-SAMPLE-002,llama-3b,midm-mini,0.4982926547527313
todo_decomposition,TODO-SAMPLE-002,llama-3b,qwen-3b,0.5875098705291748
todo_decomposition,TODO-SAMPLE-002,llama-3b,qwen-7b,0.6201261281967163
todo_decomposition,TODO-SAMPLE-002,llama-3b,kanana-nano-2.1b-vllm,0.5658986568450928
todo_decomposition,TODO-SAMPLE-002,gemma-3-4b-it,midm-base,0.9331109523773193
todo_decomposition,TODO-SAMPLE-002,gemma-3-4b-it,midm-mini,0.8355965614318848
todo_decomposition,TODO-SAMPLE-002,gemma-3-4b-it,qwen-3b,0.9340475797653198
todo_decomposition,TODO-SAMPLE-002,gemma-3-4b-it,qwen-7b,0.972261369228363
todo_decomposition,TODO-SAMPLE-002,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.895643949508667
todo_decomposition,TODO-SAMPLE-002,midm-base,midm-mini,0.915021538734436
todo_decomposition,TODO-SAMPLE-002,midm-base,qwen-3b,0.9782194495201111
todo_decomposition,TODO-SAMPLE-002,midm-base,qwen-7b,0.9430522322654724
todo_decomposition,TODO-SAMPLE-002,midm-base,kanana-nano-2.1b-vllm,0.9754422903060913
todo_decomposition,TODO-SAMPLE-002,midm-mini,qwen-3b,0.9166579246520996
todo_decomposition,TODO-SAMPLE-002,midm-mini,qwen-7b,0.8612014055252075
todo_decomposition,TODO-SAMPLE-002,midm-mini,kanana-nano-2.1b-vllm,0.9166663289070129
todo_decomposition,TODO-SAMPLE-002,qwen-3b,qwen-7b,0.9654778838157654
todo_decomposition,TODO-SAMPLE-002,qwen-3b,kanana-nano-2.1b-vllm,0.985698401927948
todo_decomposition,TODO-SAMPLE-002,qwen-7b,kanana-nano-2.1b-vllm,0.9311796426773071
todo_decomposition,TODO-SAMPLE-003,llama-3b,gemma-3-4b-it,0.7414889335632324
todo_decomposition,TODO-SAMPLE-003,llama-3b,midm-base,0.7129996418952942
todo_decomposition,TODO-SAMPLE-003,llama-3b,midm-mini,0.7220039367675781
todo_decomposition,TODO-SAMPLE-003,llama-3b,qwen-3b,0.7539641261100769
todo_decomposition,TODO-SAMPLE-003,llama-3b,qwen-7b,0.7574908137321472
todo_decomposition,TODO-SAMPLE-003,llama-3b,kanana-nano-2.1b-vllm,0.8332029581069946
todo_decomposition,TODO-SAMPLE-003,gemma-3-4b-it,midm-base,0.9435960054397583
todo_decomposition,TODO-SAMPLE-003,gemma-3-4b-it,midm-mini,0.7096511125564575
todo_decomposition,TODO-SAMPLE-003,gemma-3-4b-it,qwen-3b,0.9090465307235718
todo_decomposition,TODO-SAMPLE-003,gemma-3-4b-it,qwen-7b,0.9178946018218994
todo_decomposition,TODO-SAMPLE-003,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.8090077638626099
todo_decomposition,TODO-SAMPLE-003,midm-base,midm-mini,0.7539840936660767
todo_decomposition,TODO-SAMPLE-003,midm-base,qwen-3b,0.8633161783218384
todo_decomposition,TODO-SAMPLE-003,midm-base,qwen-7b,0.8632532358169556
todo_decomposition,TODO-SAMPLE-003,midm-base,kanana-nano-2.1b-vllm,0.8170154094696045
todo_decomposition,TODO-SAMPLE-003,midm-mini,qwen-3b,0.788366436958313
todo_decomposition,TODO-SAMPLE-003,midm-mini,qwen-7b,0.7683051824569702
todo_decomposition,TODO-SAMPLE-003,midm-mini,kanana-nano-2.1b-vllm,0.7284907698631287
todo_decomposition,TODO-SAMPLE-003,qwen-3b,qwen-7b,0.9949111342430115
todo_decomposition,TODO-SAMPLE-003,qwen-3b,kanana-nano-2.1b-vllm,0.7432245016098022
todo_decomposition,TODO-SAMPLE-003,qwen-7b,kanana-nano-2.1b-vllm,0.739618718624115
todo_decomposition,TODO-SAMPLE-004,llama-3b,gemma-3-4b-it,0.7001173496246338
